date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:46:03	242667/242667	---M-Z	200	added ('OK')	text/html	etag:%223b3eb-6258aaeb3fd8f-gzip%22	https://themesbrand.com/velzon/html/modern/pages-profile-settings.html	C:/My%20Web%20Sites/temp/themesbrand.com/velzon/html/modern/pages-profile-settings.html	(from https://themesbrand.com/velzon/html/modern/index.html)
10:46:03	5926/5926	---M-Z	200	added ('OK')	text/html	etag:%221726-6074310732d6e-gzip%22	https://themesbrand.com/velzon/html/modern/auth-lockscreen-basic.html	C:/My%20Web%20Sites/temp/themesbrand.com/velzon/html/modern/auth-lockscreen-basic.html	(from https://themesbrand.com/velzon/html/modern/index.html)
10:46:03	5051/5051	---M-Z	200	added ('OK')	text/html	etag:%2213bb-6074310733d0e-gzip%22	https://themesbrand.com/velzon/html/modern/auth-logout-basic.html	C:/My%20Web%20Sites/temp/themesbrand.com/velzon/html/modern/auth-logout-basic.html	(from https://themesbrand.com/velzon/html/modern/index.html)
10:46:04	232031/232031	---M-Z	200	added ('OK')	text/html	etag:%2238a5f-6258aaeb2f3e9-gzip%22	https://themesbrand.com/velzon/html/modern/dashboard-analytics.html	C:/My%20Web%20Sites/temp/themesbrand.com/velzon/html/modern/dashboard-analytics.html	(from https://themesbrand.com/velzon/html/modern/index.html)
10:46:05	246089/246089	---M-Z	200	added ('OK')	text/html	etag:%223c149-6258aaeb2f3e9-gzip%22	https://themesbrand.com/velzon/html/modern/dashboard-crm.html	C:/My%20Web%20Sites/temp/themesbrand.com/velzon/html/modern/dashboard-crm.html	(from https://themesbrand.com/velzon/html/modern/index.html)
10:46:05	284470/284470	---M-Z	200	added ('OK')	text/html	etag:%2245736-6258aaeb30389-gzip%22	https://themesbrand.com/velzon/html/modern/dashboard-crypto.html	C:/My%20Web%20Sites/temp/themesbrand.com/velzon/html/modern/dashboard-crypto.html	(from https://themesbrand.com/velzon/html/modern/index.html)
10:46:06	279856/279856	---M-Z	200	added ('OK')	text/html	etag:%2244530-6258aaeb3132a-gzip%22	https://themesbrand.com/velzon/html/modern/dashboard-projects.html	C:/My%20Web%20Sites/temp/themesbrand.com/velzon/html/modern/dashboard-projects.html	(from https://themesbrand.com/velzon/html/modern/index.html)
10:46:07	277086/277086	---M-Z	200	added ('OK')	text/html	etag:%2243a5e-6258aaeb3132a-gzip%22	https://themesbrand.com/velzon/html/modern/dashboard-nft.html	C:/My%20Web%20Sites/temp/themesbrand.com/velzon/html/modern/dashboard-nft.html	(from https://themesbrand.com/velzon/html/modern/index.html)
10:46:07	273961/273961	---M-Z	200	added ('OK')	text/html	etag:%2242e29-6258aaeb30389-gzip%22	https://themesbrand.com/velzon/html/modern/dashboard-job.html	C:/My%20Web%20Sites/temp/themesbrand.com/velzon/html/modern/dashboard-job.html	(from https://themesbrand.com/velzon/html/modern/index.html)
10:46:08	226154/226154	---M-Z	200	added ('OK')	text/html	etag:%223736a-6258aaeb2f3e9-gzip%22	https://themesbrand.com/velzon/html/modern/dashboard-blog.html	C:/My%20Web%20Sites/temp/themesbrand.com/velzon/html/modern/dashboard-blog.html	(from https://themesbrand.com/velzon/html/modern/index.html)
10:46:08	206992/206992	---M-Z	200	added ('OK')	text/html	etag:%2232890-6258aaea8d1f1-gzip%22	https://themesbrand.com/velzon/html/modern/apps-calendar.html	C:/My%20Web%20Sites/temp/themesbrand.com/velzon/html/modern/apps-calendar.html	(from https://themesbrand.com/velzon/html/modern/index.html)
10:46:08	206862/206862	---M-Z	200	added ('OK')	text/html	etag:%223280e-6258aaea8d1f1-gzip%22	https://themesbrand.com/velzon/html/modern/apps-calendar-month-grid.html	C:/My%20Web%20Sites/temp/themesbrand.com/velzon/html/modern/apps-calendar-month-grid.html	(from https://themesbrand.com/velzon/html/modern/index.html)
10:46:09	244068/244068	---M-Z	200	added ('OK')	text/html	etag:%223b964-6258aaea9acb6-gzip%22	https://themesbrand.com/velzon/html/modern/apps-mailbox.html	C:/My%20Web%20Sites/temp/themesbrand.com/velzon/html/modern/apps-mailbox.html	(from https://themesbrand.com/velzon/html/modern/index.html)
10:46:09	227216/227216	---M-Z	200	added ('OK')	text/html	etag:%2237790-6258aaea95e94-gzip%22	https://themesbrand.com/velzon/html/modern/apps-email-basic.html	C:/My%20Web%20Sites/temp/themesbrand.com/velzon/html/modern/apps-email-basic.html	(from https://themesbrand.com/velzon/html/modern/index.html)
10:46:10	227497/227497	---M-Z	200	added ('OK')	text/html	etag:%22378a9-6258aaea95e94-gzip%22	https://themesbrand.com/velzon/html/modern/apps-email-ecommerce.html	C:/My%20Web%20Sites/temp/themesbrand.com/velzon/html/modern/apps-email-ecommerce.html	(from https://themesbrand.com/velzon/html/modern/index.html)
10:46:10	214031/214031	---M-Z	200	added ('OK')	text/html	etag:%223440f-6258aaea92fb3-gzip%22	https://themesbrand.com/velzon/html/modern/apps-ecommerce-add-product.html	C:/My%20Web%20Sites/temp/themesbrand.com/velzon/html/modern/apps-ecommerce-add-product.html	(from https://themesbrand.com/velzon/html/modern/index.html)
10:46:11	219036/219036	---M-Z	200	added ('OK')	text/html	etag:%223579c-6258aaea93f53-gzip%22	https://themesbrand.com/velzon/html/modern/apps-ecommerce-orders.html	C:/My%20Web%20Sites/temp/themesbrand.com/velzon/html/modern/apps-ecommerce-orders.html	(from https://themesbrand.com/velzon/html/modern/index.html)
10:46:11	221037/221037	---M-Z	200	added ('OK')	text/html	etag:%2235f6d-6258aaea93f53-gzip%22	https://themesbrand.com/velzon/html/modern/apps-ecommerce-order-details.html	C:/My%20Web%20Sites/temp/themesbrand.com/velzon/html/modern/apps-ecommerce-order-details.html	(from https://themesbrand.com/velzon/html/modern/index.html)
10:46:12	209801/209801	---M-Z	200	added ('OK')	text/html	etag:%2233389-6258aaea92fb3-gzip%22	https://themesbrand.com/velzon/html/modern/apps-ecommerce-customers.html	C:/My%20Web%20Sites/temp/themesbrand.com/velzon/html/modern/apps-ecommerce-customers.html	(from https://themesbrand.com/velzon/html/modern/index.html)
10:46:12	210226/210226	---M-Z	200	added ('OK')	text/html	etag:%2233532-6258aaea92fb3-gzip%22	https://themesbrand.com/velzon/html/modern/apps-ecommerce-cart.html	C:/My%20Web%20Sites/temp/themesbrand.com/velzon/html/modern/apps-ecommerce-cart.html	(from https://themesbrand.com/velzon/html/modern/index.html)
10:46:13	215570/215570	---M-Z	200	added ('OK')	text/html	etag:%2234a12-6258aaea94ef4-gzip%22	https://themesbrand.com/velzon/html/modern/apps-ecommerce-sellers.html	C:/My%20Web%20Sites/temp/themesbrand.com/velzon/html/modern/apps-ecommerce-sellers.html	(from https://themesbrand.com/velzon/html/modern/index.html)
10:46:13	222403/222403	---M-Z	200	added ('OK')	text/html	etag:%22364c3-6258aaea94ef4-gzip%22	https://themesbrand.com/velzon/html/modern/apps-ecommerce-seller-details.html	C:/My%20Web%20Sites/temp/themesbrand.com/velzon/html/modern/apps-ecommerce-seller-details.html	(from https://themesbrand.com/velzon/html/modern/index.html)
10:46:13	300362/300362	---M-Z	200	added ('OK')	text/html	etag:%224954a-6258aaea9cbf6-gzip%22	https://themesbrand.com/velzon/html/modern/apps-projects-list.html	C:/My%20Web%20Sites/temp/themesbrand.com/velzon/html/modern/apps-projects-list.html	(from https://themesbrand.com/velzon/html/modern/index.html)
10:46:14	352380/352380	---M-Z	200	added ('OK')	text/html	etag:%225607c-6258aaea9db97-gzip%22	https://themesbrand.com/velzon/html/modern/apps-projects-overview.html	C:/My%20Web%20Sites/temp/themesbrand.com/velzon/html/modern/apps-projects-overview.html	(from https://themesbrand.com/velzon/html/modern/index.html)
10:46:23	228301/228301	---M-Z	200	added ('OK')	text/html	etag:%2237bcd-6258aaea9eb37-gzip%22	https://themesbrand.com/velzon/html/modern/apps-tasks-list-view.html	C:/My%20Web%20Sites/temp/themesbrand.com/velzon/html/modern/apps-tasks-list-view.html	(from https://themesbrand.com/velzon/html/modern/index.html)
10:46:25	255065/255065	---M-Z	200	added ('OK')	text/html	etag:%223e459-6258aaea9db97-gzip%22	https://themesbrand.com/velzon/html/modern/apps-tasks-details.html	C:/My%20Web%20Sites/temp/themesbrand.com/velzon/html/modern/apps-tasks-details.html	(from https://themesbrand.com/velzon/html/modern/index.html)
10:46:27	220909/220909	---M-Z	200	added ('OK')	text/html	etag:%2235eed-6258aaea900d2-gzip%22	https://themesbrand.com/velzon/html/modern/apps-crm-contacts.html	C:/My%20Web%20Sites/temp/themesbrand.com/velzon/html/modern/apps-crm-contacts.html	(from https://themesbrand.com/velzon/html/modern/index.html)
10:46:27	221649/221649	---M-Z	200	added ('OK')	text/html	etag:%22361d1-6258aaea8f131-gzip%22	https://themesbrand.com/velzon/html/modern/apps-crm-companies.html	C:/My%20Web%20Sites/temp/themesbrand.com/velzon/html/modern/apps-crm-companies.html	(from https://themesbrand.com/velzon/html/modern/index.html)
10:46:30	230095/230095	---M-Z	200	added ('OK')	text/html	etag:%22382cf-6258aaea900d2-gzip%22	https://themesbrand.com/velzon/html/modern/apps-crm-leads.html	C:/My%20Web%20Sites/temp/themesbrand.com/velzon/html/modern/apps-crm-leads.html	(from https://themesbrand.com/velzon/html/modern/index.html)
10:46:31	334702/334702	---M-Z	200	added ('OK')	text/html	etag:%2251b6e-6258aaea900d2-gzip%22	https://themesbrand.com/velzon/html/modern/apps-crm-deals.html	C:/My%20Web%20Sites/temp/themesbrand.com/velzon/html/modern/apps-crm-deals.html	(from https://themesbrand.com/velzon/html/modern/index.html)
10:46:32	230778/230778	---M-Z	200	added ('OK')	text/html	etag:%223857a-6258aaea92013-gzip%22	https://themesbrand.com/velzon/html/modern/apps-crypto-transactions.html	C:/My%20Web%20Sites/temp/themesbrand.com/velzon/html/modern/apps-crypto-transactions.html	(from https://themesbrand.com/velzon/html/modern/index.html)
10:46:33	235753/235753	---M-Z	200	added ('OK')	text/html	etag:%22398e9-6258aaea91072-gzip%22	https://themesbrand.com/velzon/html/modern/apps-crypto-buy-sell.html	C:/My%20Web%20Sites/temp/themesbrand.com/velzon/html/modern/apps-crypto-buy-sell.html	(from https://themesbrand.com/velzon/html/modern/index.html)
10:46:33	220883/220883	---M-Z	200	added ('OK')	text/html	etag:%2235ed3-6258aaea91072-gzip%22	https://themesbrand.com/velzon/html/modern/apps-crypto-orders.html	C:/My%20Web%20Sites/temp/themesbrand.com/velzon/html/modern/apps-crypto-orders.html	(from https://themesbrand.com/velzon/html/modern/index.html)
10:46:33	236724/236724	---M-Z	200	added ('OK')	text/html	etag:%2239cb4-6258aaea92013-gzip%22	https://themesbrand.com/velzon/html/modern/apps-crypto-wallet.html	C:/My%20Web%20Sites/temp/themesbrand.com/velzon/html/modern/apps-crypto-wallet.html	(from https://themesbrand.com/velzon/html/modern/index.html)
10:46:35	228557/228557	---M-Z	200	added ('OK')	text/html	etag:%2237ccd-6258aaea91072-gzip%22	https://themesbrand.com/velzon/html/modern/apps-crypto-ico.html	C:/My%20Web%20Sites/temp/themesbrand.com/velzon/html/modern/apps-crypto-ico.html	(from https://themesbrand.com/velzon/html/modern/index.html)
10:46:35	217541/217541	---M-Z	200	added ('OK')	text/html	etag:%22351c5-6258aaea91072-gzip%22	https://themesbrand.com/velzon/html/modern/apps-crypto-kyc.html	C:/My%20Web%20Sites/temp/themesbrand.com/velzon/html/modern/apps-crypto-kyc.html	(from https://themesbrand.com/velzon/html/modern/index.html)
10:46:35	209106/209106	---M-Z	200	added ('OK')	text/html	etag:%22330d2-6258aaea96e34-gzip%22	https://themesbrand.com/velzon/html/modern/apps-invoices-list.html	C:/My%20Web%20Sites/temp/themesbrand.com/velzon/html/modern/apps-invoices-list.html	(from https://themesbrand.com/velzon/html/modern/index.html)
10:46:36	206760/206760	---M-Z	200	added ('OK')	text/html	etag:%22327a8-6258aaea96e34-gzip%22	https://themesbrand.com/velzon/html/modern/apps-invoices-details.html	C:/My%20Web%20Sites/temp/themesbrand.com/velzon/html/modern/apps-invoices-details.html	(from https://themesbrand.com/velzon/html/modern/index.html)
10:46:36	219892/219892	---M-Z	200	added ('OK')	text/html	etag:%2235af4-6258aaea96e34-gzip%22	https://themesbrand.com/velzon/html/modern/apps-invoices-create.html	C:/My%20Web%20Sites/temp/themesbrand.com/velzon/html/modern/apps-invoices-create.html	(from https://themesbrand.com/velzon/html/modern/index.html)
10:46:39	216585/216585	---M-Z	200	added ('OK')	text/html	etag:%2234e09-6258aaea9fad7-gzip%22	https://themesbrand.com/velzon/html/modern/apps-tickets-list.html	C:/My%20Web%20Sites/temp/themesbrand.com/velzon/html/modern/apps-tickets-list.html	(from https://themesbrand.com/velzon/html/modern/index.html)
10:46:40	215071/215071	---M-Z	200	added ('OK')	text/html	etag:%223481f-6258aaea9eb37-gzip%22	https://themesbrand.com/velzon/html/modern/apps-tickets-details.html	C:/My%20Web%20Sites/temp/themesbrand.com/velzon/html/modern/apps-tickets-details.html	(from https://themesbrand.com/velzon/html/modern/index.html)
10:46:40	227308/227308	---M-Z	200	added ('OK')	text/html	etag:%22377ec-6258aaea9bc56-gzip%22	https://themesbrand.com/velzon/html/modern/apps-nft-marketplace.html	C:/My%20Web%20Sites/temp/themesbrand.com/velzon/html/modern/apps-nft-marketplace.html	(from https://themesbrand.com/velzon/html/modern/index.html)
10:46:40	197496/197496	---M-Z	200	added ('OK')	text/html	etag:%2230378-6258aaea9bc56-gzip%22	https://themesbrand.com/velzon/html/modern/apps-nft-explore.html	C:/My%20Web%20Sites/temp/themesbrand.com/velzon/html/modern/apps-nft-explore.html	(from https://themesbrand.com/velzon/html/modern/index.html)
10:46:41	222025/222025	---M-Z	200	added ('OK')	text/html	etag:%2236349-6258aaea9acb6-gzip%22	https://themesbrand.com/velzon/html/modern/apps-nft-auction.html	C:/My%20Web%20Sites/temp/themesbrand.com/velzon/html/modern/apps-nft-auction.html	(from https://themesbrand.com/velzon/html/modern/index.html)
